"Object","Close-Approach (CA) Date","CA DistanceNominal (au)","CA DistanceMinimum (au)","V relative(km/s)","V infinity(km/s)","H(mag)","Diameter","Rarity"
"(2023 JA1)","2023-May-03 01:15 ± < 00:01","0.02518","0.02509","5.01","4.99","26.6","13 m -   29 m","0"
"(2023 HV5)","2023-May-03 03:16 ± < 00:01","0.00291","0.00290","8.93","8.82","27.2","9.8 m -   22 m","0"
"(2023 JM2)","2023-May-03 05:23 ± < 00:01","0.04008","0.03996","6.33","6.32","26.0","17 m -   38 m","0"
"(2023 HF7)","2023-May-04 00:02 ± < 00:01","0.00427","0.00426","13.10","13.05","26.8","12 m -   26 m","0"
"(2023 HH7)","2023-May-04 05:47 ± < 00:01","0.00561","0.00558","24.55","24.53","25.5","21 m -   47 m","1"
"(2023 JW4)","2023-May-04 08:00 ±    00:04","0.01806","0.01796","13.31","13.30","26.4","14 m -   32 m","0"
"(2023 HZ4)","2023-May-04 10:19 ± < 00:01","0.02058","0.02039","22.75","22.75","24.0","43 m -   96 m","1"
"(2023 JK4)","2023-May-04 11:41 ±    00:02","0.03030","0.03010","15.80","15.79","25.0","26 m -   59 m","0"
"(2006 HX57)","2023-May-05 15:24 ± < 00:01","0.01737","0.01737","11.02","11.00","25.3","23 m -   51 m","0"
"(2023 JJ)","2023-May-05 23:01 ± < 00:01","0.01185","0.01184","4.45","4.40","26.8","11 m -   25 m","0"
"(2023 MC1)","2023-May-06 03:47 ±    00:09","0.04260","0.04244","2.88","2.86","25.4","22 m -   50 m","0"
"(2023 HT6)","2023-May-07 00:39 ± < 00:01","0.00819","0.00812","9.16","9.13","26.2","16 m -   35 m","0"
"(2023 KL2)","2023-May-07 05:59 ±    00:26","0.03849","0.03773","8.25","8.24","25.8","19 m -   42 m","0"
"(2023 JB4)","2023-May-07 07:16 ± < 00:01","0.04830","0.04810","7.00","6.99","26.0","17 m -   38 m","0"
"(2023 JT)","2023-May-07 17:25 ± < 00:01","0.02097","0.02094","8.35","8.33","25.7","19 m -   43 m","0"
"(2023 HP1)","2023-May-07 22:39 ± < 00:01","0.04093","0.04092","11.62","11.61","22.9","72 m -  160 m","0"
"(2023 JJ1)","2023-May-08 07:06 ± < 00:01","0.02009","0.02003","12.08","12.07","26.0","17 m -   37 m","0"
"(2023 JN)","2023-May-08 07:47 ± < 00:01","0.01717","0.01713","10.78","10.77","26.2","16 m -   35 m","0"
"(2023 JC1)","2023-May-08 09:26 ±    00:02","0.01204","0.01194","16.28","16.27","27.4","8.6 m -   19 m","0"
"(2023 JE)","2023-May-08 17:17 ± < 00:01","0.04522","0.04514","8.63","8.62","24.2","39 m -   86 m","0"
"(2023 JO)","2023-May-08 20:14 ± < 00:01","0.00062","0.00062","18.83","18.59","29.2","3.8 m -  8.6 m","0"
"(2023 JY)","2023-May-09 03:57 ± < 00:01","0.00259","0.00258","15.50","15.43","28.4","5.6 m -   13 m","0"
"(2023 JJ4)","2023-May-09 06:19 ±    00:05","0.01725","0.01714","18.02","18.01","26.0","17 m -   38 m","0"
"(2023 HG1)","2023-May-09 07:24 ±    00:01","0.02782","0.02780","2.36","2.32","26.3","14 m -   32 m","0"
"(2023 JH)","2023-May-09 10:40 ± < 00:01","0.00756","0.00755","6.33","6.28","28.2","6.0 m -   13 m","0"
"(2023 JU)","2023-May-09 17:08 ± < 00:01","0.02567","0.02562","6.77","6.75","27.1","10 m -   23 m","0"
"(2023 JF)","2023-May-09 23:41 ± < 00:01","0.00214","0.00214","7.07","6.90","27.6","7.8 m -   18 m","0"
"(2023 JD)","2023-May-10 02:56 ± < 00:01","0.00883","0.00881","9.68","9.65","26.7","12 m -   27 m","0"
"(2023 JM)","2023-May-10 10:41 ± < 00:01","0.00415","0.00415","13.55","13.50","27.4","8.7 m -   20 m","0"
"(2023 JQ)","2023-May-10 17:05 ± < 00:01","0.00355","0.00354","8.71","8.63","28.1","6.4 m -   14 m","0"
"(2023 JL)","2023-May-11 11:44 ± < 00:01","0.00419","0.00418","12.29","12.24","27.8","7.4 m -   17 m","0"
"(2023 JW1)","2023-May-11 19:51 ± < 00:01","0.02682","0.02658","22.35","22.34","25.4","22 m -   49 m","0"
"(2023 JA3)","2023-May-12 02:51 ±    00:05","0.00088","0.00088","8.00","7.62","29.7","3.0 m -  6.7 m","0"
"(2023 KE)","2023-May-12 09:13 ± < 00:01","0.01443","0.01437","9.89","9.87","27.1","10 m -   22 m","0"
"(2023 HT4)","2023-May-12 11:20 ± < 00:01","0.04058","0.04056","8.93","8.93","23.3","59 m -  130 m","0"
"(2023 JG2)","2023-May-12 23:34 ± < 00:01","0.00319","0.00319","12.48","12.42","27.6","7.8 m -   18 m","0"
"(2023 JD1)","2023-May-13 02:14 ± < 00:01","0.01986","0.01983","6.67","6.65","26.3","15 m -   33 m","0"
"(2023 KG1)","2023-May-13 12:59 ± < 00:01","0.04548","0.04515","10.77","10.77","24.9","27 m -   61 m","0"
"(2023 JG)","2023-May-13 18:09 ± < 00:01","0.04751","0.04717","15.28","15.27","24.2","38 m -   84 m","0"
"(2023 JN2)","2023-May-13 21:56 ± < 00:01","0.00363","0.00362","20.23","20.19","27.1","10 m -   23 m","0"
"(2023 JR1)","2023-May-14 01:27 ± < 00:01","0.00260","0.00260","20.24","20.18","27.4","8.8 m -   20 m","0"
"(2023 MQ2)","2023-May-14 04:23 ±    00:40","0.04800","0.04782","4.39","4.37","25.3","23 m -   52 m","0"
"(2023 KW1)","2023-May-14 14:18 ±    00:03","0.02889","0.02834","12.82","12.82","25.6","20 m -   45 m","0"
"(2023 JP)","2023-May-14 16:45 ± < 00:01","0.02153","0.02143","7.75","7.74","25.7","20 m -   44 m","0"
"(2023 JL1)","2023-May-15 02:13 ± < 00:01","0.01662","0.01657","7.31","7.29","27.3","9.3 m -   21 m","0"
"(2023 KX2)","2023-May-15 08:51 ±    00:23","0.04452","0.04402","5.97","5.96","26.5","14 m -   30 m","0"
"(2023 JO1)","2023-May-16 10:50 ± < 00:01","0.01999","0.01991","8.27","8.26","27.0","11 m -   24 m","0"
"(2023 JD2)","2023-May-16 19:52 ± < 00:01","0.03766","0.03758","13.04","13.03","23.7","48 m -  110 m","0"
"(2023 JS1)","2023-May-17 09:35 ± < 00:01","0.01449","0.01442","7.97","7.94","27.3","9.3 m -   21 m","0"
"(2023 JC3)","2023-May-17 15:36 ± < 00:01","0.03271","0.03229","13.36","13.35","26.3","15 m -   33 m","0"
"(2023 JT2)","2023-May-17 16:32 ± < 00:01","0.01772","0.01761","4.51","4.48","27.9","7.1 m -   16 m","0"
"(2023 KO)","2023-May-17 16:52 ± < 00:01","0.01382","0.01377","9.83","9.81","27.0","10 m -   23 m","0"
"(2023 KT)","2023-May-17 19:35 ± < 00:01","0.00112","0.00111","8.76","8.48","28.4","5.7 m -   13 m","0"
"(2023 KJ2)","2023-May-17 21:26 ±    00:02","0.01318","0.01312","11.77","11.75","25.7","20 m -   44 m","0"
"(2023 JT4)","2023-May-18 01:49 ± < 00:01","0.01296","0.01293","3.19","3.13","28.5","5.3 m -   12 m","0"
"(2023 JW3)","2023-May-18 06:08 ± < 00:01","0.02157","0.02128","8.11","8.09","25.7","19 m -   43 m","0"
"(2023 KH1)","2023-May-18 06:12 ±    00:01","0.00371","0.00370","6.62","6.51","27.8","7.2 m -   16 m","0"
"(2023 KD3)","2023-May-18 15:31 ±    00:03","0.00487","0.00484","6.78","6.70","28.6","5.0 m -   11 m","0"
"(2023 JS4)","2023-May-18 17:32 ±    00:02","0.04156","0.03979","13.80","13.80","24.9","28 m -   62 m","0"
"(2023 KV)","2023-May-19 14:22 ± < 00:01","0.01710","0.01706","13.30","13.28","26.2","16 m -   35 m","0"
"(2023 KT2)","2023-May-19 16:03 ± < 00:01","0.00585","0.00585","3.32","3.18","28.1","6.3 m -   14 m","0"
"(2023 KD2)","2023-May-20 05:06 ± < 00:01","0.03728","0.03716","9.62","9.62","24.9","28 m -   62 m","0"
"(2023 KN2)","2023-May-20 06:09 ±    00:01","0.00948","0.00943","15.70","15.69","26.7","12 m -   28 m","0"
"(2023 KJ4)","2023-May-20 12:03 ±    00:04","0.01455","0.01443","9.33","9.31","27.0","11 m -   24 m","0"
"(2023 JL2)","2023-May-20 13:56 ± < 00:01","0.03992","0.03974","9.35","9.35","24.7","31 m -   68 m","0"
"(2023 HG11)","2023-May-20 15:02 ±    00:03","0.03031","0.03028","0.44","0.13","28.4","5.6 m -   13 m","0"
"(2023 KS1)","2023-May-20 17:13 ± < 00:01","0.02011","0.02006","10.56","10.55","25.1","25 m -   57 m","0"
"(2023 JK)","2023-May-21 09:41 ± < 00:01","0.01110","0.01110","9.28","9.26","24.8","29 m -   65 m","1"
"(2023 JD4)","2023-May-21 10:03 ± < 00:01","0.02075","0.02064","10.32","10.30","24.9","28 m -   62 m","0"
"(2023 KD4)","2023-May-22 02:12 ±    00:06","0.04394","0.04362","8.83","8.82","26.1","16 m -   36 m","0"
"(2021 JK7)","2023-May-22 02:29 ± 6_11:17","0.04268","0.04262","22.87","22.87","24.4","36 m -   80 m","0"
"(2023 KQ)","2023-May-22 02:32 ± < 00:01","0.03453","0.03444","6.41","6.40","24.9","28 m -   62 m","0"
"(2023 KC1)","2023-May-22 05:47 ± < 00:01","0.00574","0.00573","12.84","12.81","26.6","13 m -   28 m","0"
"(2023 JK3)","2023-May-22 06:31 ± < 00:01","0.00416","0.00416","4.89","4.75","25.4","23 m -   51 m","1"
"(2023 KS)","2023-May-22 10:01 ± < 00:01","0.00157","0.00157","18.21","18.12","27.6","7.8 m -   18 m","1"
"(2023 GY2)","2023-May-22 10:04 ± < 00:01","0.04641","0.04639","11.34","11.33","22.9","68 m -  150 m","0"
"(2023 KN)","2023-May-22 13:07 ± < 00:01","0.00611","0.00610","22.08","22.06","27.1","10 m -   23 m","0"
"(2023 JZ1)","2023-May-22 15:34 ± < 00:01","0.02735","0.02721","12.99","12.99","24.8","29 m -   64 m","0"
"(2023 KQ2)","2023-May-22 15:50 ± < 00:01","0.00333","0.00332","13.98","13.93","28.0","6.8 m -   15 m","0"
"(2023 KA4)","2023-May-22 16:05 ± < 00:01","0.02230","0.02223","10.38","10.37","24.8","30 m -   67 m","0"
"(2023 KJ1)","2023-May-23 00:08 ± < 00:01","0.00379","0.00378","11.63","11.57","27.6","8.2 m -   18 m","0"
"(2023 KV1)","2023-May-23 02:11 ±    00:01","0.03432","0.03420","7.58","7.57","25.7","19 m -   43 m","0"
"(2019 UJ3)","2023-May-23 03:24 ±    17:44","0.03962","0.02525","9.79","9.79","25.9","17 m -   38 m","0"
"(2023 KG3)","2023-May-23 05:44 ± < 00:01","0.00862","0.00860","3.92","3.84","27.7","7.6 m -   17 m","0"
"(2023 KX1)","2023-May-23 13:58 ± < 00:01","0.00321","0.00321","5.07","4.90","28.9","4.5 m -   10 m","0"
"(2023 JK1)","2023-May-23 14:38 ± < 00:01","0.04375","0.04344","8.69","8.68","25.0","27 m -   60 m","0"
"(2023 KZ1)","2023-May-23 15:29 ± < 00:01","0.00264","0.00264","13.69","13.62","26.3","15 m -   33 m","1"
"(2023 KE2)","2023-May-23 16:35 ± < 00:01","0.04214","0.04192","14.55","14.54","25.4","22 m -   50 m","0"
"(2023 KH4)","2023-May-23 17:47 ± < 00:01","0.00576","0.00573","8.33","8.27","27.0","10 m -   23 m","0"
"(2023 KF1)","2023-May-24 03:45 ± < 00:01","0.01124","0.01122","12.05","12.03","25.9","17 m -   38 m","0"
"(2023 KG4)","2023-May-24 07:27 ± < 00:01","0.00572","0.00569","12.71","12.68","26.4","14 m -   32 m","0"
"(2023 JC4)","2023-May-24 08:18 ± < 00:01","0.04533","0.04526","4.15","4.13","25.4","22 m -   49 m","0"
"(2023 CL3)","2023-May-24 09:53 ± < 00:01","0.04834","0.04834","7.33","7.32","22.4","86 m -  190 m","0"
"(2023 KF4)","2023-May-24 16:23 ± < 00:01","0.00884","0.00883","4.66","4.60","28.7","4.8 m -   11 m","0"
"(2023 KF5)","2023-May-24 20:54 ± < 00:01","0.00828","0.00822","13.39","13.37","26.4","14 m -   30 m","0"
"(2023 LJ)","2023-May-24 23:59 ± < 00:01","0.02816","0.02753","19.61","19.61","24.5","34 m -   75 m","0"
"(2023 JP2)","2023-May-25 01:29 ± < 00:01","0.02947","0.02937","20.46","20.46","23.1","64 m -  140 m","1"
"(2023 KA2)","2023-May-25 12:46 ± < 00:01","0.00272","0.00272","15.99","15.93","27.6","8.2 m -   18 m","0"
"(2023 JR4)","2023-May-25 13:09 ± < 00:01","0.01038","0.01032","9.36","9.33","26.8","11 m -   25 m","0"
"(2023 KL6)","2023-May-25 14:14 ± < 00:01","0.01854","0.01851","8.95","8.94","26.3","15 m -   33 m","0"
"(2023 KQ1)","2023-May-25 15:58 ± < 00:01","0.03646","0.03611","18.06","18.06","25.2","24 m -   54 m","0"
"(2023 KT3)","2023-May-25 16:00 ± < 00:01","0.00742","0.00741","12.52","12.49","23.6","49 m -  110 m","2"
"(2023 KY3)","2023-May-25 22:28 ± < 00:01","0.01765","0.01762","8.12","8.10","26.1","16 m -   35 m","0"
"(2023 KZ)","2023-May-26 01:10 ± < 00:01","0.02287","0.02280","4.39","4.36","27.3","9.3 m -   21 m","0"
"(2023 KB2)","2023-May-26 01:22 ± < 00:01","0.03050","0.03039","7.32","7.31","26.1","16 m -   36 m","0"
"(2023 KX)","2023-May-26 04:00 ± < 00:01","0.04094","0.04071","15.93","15.93","25.4","22 m -   50 m","0"
"(2023 KC3)","2023-May-26 09:04 ±    00:01","0.02967","0.02951","10.54","10.53","26.4","14 m -   30 m","0"
"(2023 KF)","2023-May-26 09:46 ± < 00:01","0.04584","0.04574","8.01","8.01","24.5","33 m -   74 m","0"
"(2023 KK4)","2023-May-27 10:22 ± < 00:01","0.00231","0.00230","17.93","17.87","27.6","8.2 m -   18 m","0"
"(2023 KU4)","2023-May-27 11:38 ± < 00:01","0.00194","0.00194","7.19","7.00","28.2","6.2 m -   14 m","0"
"(2023 KH5)","2023-May-27 20:06 ± < 00:01","0.02974","0.02966","18.52","18.51","23.4","57 m -  130 m","0"
"(2023 KL1)","2023-May-27 20:23 ± < 00:01","0.02326","0.02316","6.25","6.23","26.5","14 m -   30 m","0"
"(2023 KW3)","2023-May-28 03:00 ± < 00:01","0.00905","0.00903","7.01","6.97","27.9","6.9 m -   15 m","0"
"(2023 KX3)","2023-May-28 03:33 ± < 00:01","0.00655","0.00655","3.12","2.99","25.8","19 m -   42 m","0"
"(2023 KQ4)","2023-May-28 06:27 ± < 00:01","0.01569","0.01563","9.71","9.69","26.4","14 m -   31 m","0"
"(2023 KU2)","2023-May-28 15:42 ± < 00:01","0.00725","0.00723","14.66","14.64","27.3","9.3 m -   21 m","0"
"(2023 KV2)","2023-May-28 16:59 ± < 00:01","0.01705","0.01697","9.29","9.28","25.9","17 m -   39 m","0"
"(2023 JZ3)","2023-May-28 19:14 ± < 00:01","0.03635","0.03626","4.10","4.08","25.8","18 m -   41 m","0"
"(2023 KV3)","2023-May-29 08:43 ± < 00:01","0.00318","0.00318","11.13","11.05","28.2","6.0 m -   13 m","0"
"(2021 KO2)","2023-May-29 12:56 ±    02:01","0.04038","0.03674","13.95","13.94","28.0","6.6 m -   15 m","0"
"(2023 JZ4)","2023-May-29 16:17 ± < 00:01","0.01538","0.01536","16.08","16.06","25.1","25 m -   56 m","0"
"(2023 KT4)","2023-May-30 11:32 ± < 00:01","0.02078","0.02072","8.11","8.09","26.6","12 m -   28 m","0"
"(2023 KT1)","2023-May-30 16:34 ± < 00:01","0.02550","0.02537","7.78","7.77","26.0","17 m -   37 m","0"
"(2012 KP24)","2023-May-31 16:26 ± 3_02:55","0.02634","0.00049","12.35","12.35","26.4","14 m -   30 m","0"
"(2023 KE5)","2023-Jun-01 00:12 ± < 00:01","0.01509","0.01507","8.48","8.46","25.8","18 m -   41 m","0"
"(2023 JM1)","2023-Jun-01 01:25 ± < 00:01","0.02586","0.02584","5.15","5.13","26.0","17 m -   37 m","0"
"(2023 KZ2)","2023-Jun-02 04:46 ± < 00:01","0.03187","0.03168","9.27","9.26","26.2","15 m -   34 m","0"
"(2004 XO)","2023-Jun-02 05:19 ±    00:03","0.04254","0.04249","13.59","13.58","21.6","130 m -  280 m","1"
"(2023 KS2)","2023-Jun-02 10:10 ± < 00:01","0.02640","0.02635","10.26","10.25","26.1","16 m -   36 m","0"
"(2023 LE)","2023-Jun-02 19:45 ± < 00:01","0.00389","0.00389","2.43","2.13","30.1","2.6 m -  5.8 m","0"
"(2023 JE5)","2023-Jun-04 06:17 ± < 00:01","0.04515","0.04499","7.98","7.97","25.1","26 m -   58 m","0"
"(2023 JR2)","2023-Jun-04 06:44 ± < 00:01","0.04357","0.04354","7.59","7.58","24.8","29 m -   64 m","0"
"(2023 LK)","2023-Jun-04 06:49 ± < 00:01","0.03849","0.03834","15.20","15.19","25.2","24 m -   54 m","0"
"(2023 HO18)","2023-Jun-04 17:43 ± < 00:01","0.00312","0.00312","4.66","4.47","25.5","21 m -   48 m","1"
"(2023 LB)","2023-Jun-05 06:52 ± < 00:01","0.01518","0.01514","19.92","19.91","24.4","35 m -   77 m","1"
"(2023 KW2)","2023-Jun-06 16:44 ± < 00:01","0.03030","0.03030","10.10","10.09","23.7","48 m -  110 m","0"
"(2023 LA1)","2023-Jun-06 17:00 ± < 00:01","0.00467","0.00466","3.96","3.81","28.9","4.5 m -   10 m","0"
"(2018 KR)","2023-Jun-06 21:36 ± < 00:01","0.01706","0.01706","4.81","4.78","26.4","14 m -   31 m","0"
"(2023 LC)","2023-Jun-07 01:42 ± < 00:01","0.00181","0.00181","4.41","4.07","28.7","4.9 m -   11 m","0"
"(2017 UJ2)","2023-Jun-07 08:36 ±    15:54","0.01351","0.00902","5.63","5.59","30.9","1.8 m -  3.9 m","0"
"(2023 LM)","2023-Jun-09 00:18 ± < 00:01","0.04195","0.04185","3.75","3.73","26.2","16 m -   35 m","0"
"(2023 LS)","2023-Jun-09 00:58 ± < 00:01","0.00059","0.00059","4.51","3.37","29.9","2.7 m -  6.1 m","0"
"(2023 LD)","2023-Jun-09 01:04 ± < 00:01","0.00635","0.00635","9.10","9.05","26.5","14 m -   30 m","0"
"(2023 JB3)","2023-Jun-09 20:39 ± < 00:01","0.03622","0.03619","6.95","6.94","24.2","38 m -   86 m","0"
"(2023 LL)","2023-Jun-10 05:36 ± < 00:01","0.01407","0.01405","13.64","13.62","25.0","26 m -   59 m","0"
"(2023 LL2)","2023-Jun-10 20:20 ± < 00:01","0.00979","0.00972","8.82","8.79","26.2","15 m -   34 m","0"
"(2023 LA)","2023-Jun-12 00:35 ± < 00:01","0.00441","0.00441","10.45","10.39","25.3","23 m -   52 m","1"
"488453 (1994 XD)","2023-Jun-12 00:53 ± < 00:01","0.02114","0.02114","21.47","21.47","19.2","380 m -  840 m","2"
"(2023 LQ)","2023-Jun-12 03:41 ± < 00:01","0.01045","0.01044","10.35","10.33","26.0","17 m -   38 m","0"
"(2023 TW2)","2023-Jun-12 07:08 ±    02:11","0.04189","0.04182","2.16","2.13","26.3","15 m -   33 m","0"
"(2023 MC)","2023-Jun-12 15:37 ± < 00:01","0.01662","0.01658","10.36","10.34","25.6","20 m -   44 m","0"
"(2023 LD2)","2023-Jun-12 23:18 ± < 00:01","0.00328","0.00328","7.55","7.44","26.0","17 m -   37 m","1"
"(2023 LP1)","2023-Jun-13 01:39 ±    00:03","0.00171","0.00171","13.40","13.28","29.7","3.1 m -  6.8 m","0"
"(2023 LJ1)","2023-Jun-13 05:15 ± < 00:01","0.02247","0.02238","12.21","12.20","25.8","19 m -   42 m","0"
"(2022 WN4)","2023-Jun-13 09:36 ± < 00:01","0.02762","0.02762","15.08","15.07","21.8","120 m -  260 m","1"
"(2023 MZ1)","2023-Jun-13 10:26 ±    00:03","0.02371","0.02356","10.72","10.71","25.0","27 m -   60 m","0"
"(2023 LO)","2023-Jun-13 15:29 ± < 00:01","0.01178","0.01177","4.98","4.94","27.6","8.1 m -   18 m","0"
"(2023 LZ)","2023-Jun-14 18:36 ± < 00:01","0.00212","0.00212","13.63","13.53","26.5","13 m -   30 m","1"
"(2020 DB5)","2023-Jun-15 02:04 ± < 00:01","0.02880","0.02880","9.52","9.51","19.2","380 m -  860 m","2"
"(2023 MA2)","2023-Jun-15 09:00 ± < 00:01","0.01331","0.01310","9.68","9.66","26.6","13 m -   29 m","0"
"(2023 LL1)","2023-Jun-15 20:52 ± < 00:01","0.00389","0.00389","10.67","10.61","28.2","6.0 m -   13 m","0"
"(2023 LM1)","2023-Jun-15 22:50 ± < 00:01","0.00074","0.00074","9.19","8.79","28.5","5.3 m -   12 m","1"
"(2023 MB)","2023-Jun-16 06:23 ± < 00:01","0.03455","0.03445","5.48","5.47","26.1","16 m -   35 m","0"
"(2023 MP)","2023-Jun-16 09:58 ± < 00:01","0.01148","0.01146","12.62","12.60","25.1","26 m -   57 m","0"
"(2023 MY2)","2023-Jun-16 10:07 ± < 00:01","0.01351","0.01342","7.51","7.49","27.1","10 m -   22 m","0"
"(2023 LQ1)","2023-Jun-16 15:58 ± < 00:01","0.00679","0.00679","8.45","8.40","27.1","10 m -   23 m","0"
"(2023 MZ)","2023-Jun-16 20:37 ± < 00:01","0.03023","0.03010","20.25","20.24","23.7","49 m -  110 m","0"
"(2023 MJ5)","2023-Jun-16 22:40 ± < 00:01","0.03768","0.03753","4.93","4.91","24.2","39 m -   86 m","0"
"(2023 HL)","2023-Jun-17 04:03 ±    00:02","0.03467","0.03467","1.04","0.96","26.9","11 m -   24 m","0"
"(2023 LV1)","2023-Jun-17 06:26 ± < 00:01","0.03769","0.03769","16.54","16.53","21.4","140 m -  310 m","1"
"(2023 LE2)","2023-Jun-17 15:33 ± < 00:01","0.00105","0.00105","6.83","6.45","30.1","2.6 m -  5.7 m","0"
"(2023 MR3)","2023-Jun-17 21:01 ± < 00:01","0.02329","0.02313","8.69","8.68","24.6","32 m -   72 m","0"
"(2023 LV)","2023-Jun-18 02:40 ± < 00:01","0.03042","0.03037","8.01","8.00","25.2","24 m -   55 m","0"
"(2023 LW)","2023-Jun-18 12:12 ± < 00:01","0.01550","0.01545","16.64","16.63","25.2","25 m -   55 m","0"
"(2023 MJ20)","2023-Jun-18 20:59 ± < 00:01","0.00030","0.00030","9.56","8.58","30.8","1.9 m -  4.2 m","0"
"(2016 LK49)","2023-Jun-19 01:02 ± 7_16:54","0.04449","0.00243","19.41","19.40","26.0","17 m -   38 m","0"
"(2023 MB4)","2023-Jun-19 03:31 ± < 00:01","0.02246","0.02241","7.79","7.77","25.4","22 m -   49 m","0"
"(2023 MK3)","2023-Jun-19 14:27 ± < 00:01","0.04228","0.04188","8.15","8.14","25.8","18 m -   40 m","0"
"(2023 MB3)","2023-Jun-20 03:13 ± < 00:01","0.00105","0.00105","8.95","8.67","30.0","2.7 m -  5.9 m","0"
"(2023 MJ1)","2023-Jun-20 11:23 ± < 00:01","0.04488","0.04473","4.47","4.46","25.9","18 m -   40 m","0"
"(2023 MD4)","2023-Jun-20 18:09 ± < 00:01","0.00194","0.00193","8.69","8.53","26.8","12 m -   26 m","1"
"(2023 LT1)","2023-Jun-20 23:52 ± < 00:01","0.00459","0.00459","10.28","10.22","26.9","11 m -   25 m","0"
"(2023 MD6)","2023-Jun-21 14:42 ± < 00:01","0.01427","0.01424","11.21","11.20","24.9","28 m -   62 m","0"
"(2023 MO3)","2023-Jun-21 15:40 ± < 00:01","0.01102","0.01099","14.00","13.99","26.4","14 m -   32 m","0"
"(2023 HF1)","2023-Jun-21 17:10 ± < 00:01","0.03194","0.03194","4.37","4.35","23.7","49 m -  110 m","0"
"(2023 MW5)","2023-Jun-22 18:37 ±    00:08","0.00547","0.00544","7.28","7.21","27.1","10 m -   23 m","0"
"(2023 MQ3)","2023-Jun-22 23:42 ± < 00:01","0.04818","0.04801","12.75","12.75","25.2","24 m -   55 m","0"
"(2023 MW2)","2023-Jun-23 07:16 ± < 00:01","0.00083","0.00083","9.81","9.48","30.0","2.7 m -  6.0 m","0"
"(2023 MQ)","2023-Jun-23 12:24 ± < 00:01","0.00781","0.00780","8.79","8.75","27.5","8.4 m -   19 m","0"
"(2023 MU)","2023-Jun-23 21:50 ± < 00:01","0.04727","0.04670","13.97","13.97","24.0","42 m -   94 m","0"
"(2023 ML3)","2023-Jun-24 13:50 ± < 00:01","0.00174","0.00174","14.72","14.61","28.4","5.6 m -   13 m","0"
"467336 (2002 LT38)","2023-Jun-24 18:28 ± < 00:01","0.04451","0.04451","7.15","7.14","20.6","200 m -  450 m","1"
"(2008 LG2)","2023-Jun-24 20:51 ± < 00:01","0.02691","0.02691","5.61","5.60","25.3","23 m -   51 m","0"
"(2023 MD)","2023-Jun-25 01:45 ± < 00:01","0.01784","0.01782","4.12","4.08","25.5","21 m -   46 m","0"
"(2023 MO5)","2023-Jun-25 11:48 ± < 00:01","0.00390","0.00389","7.81","7.72","27.3","9.2 m -   21 m","0"
"(2023 MF1)","2023-Jun-25 19:23 ± < 00:01","0.01289","0.01282","17.77","17.76","24.9","28 m -   62 m","0"
"(2023 MU2)","2023-Jun-25 23:19 ± < 00:01","0.00145","0.00145","4.52","4.09","29.1","4.0 m -  9.0 m","0"
"(2023 ME1)","2023-Jun-26 04:18 ± < 00:01","0.03265","0.03211","12.13","12.13","25.5","21 m -   46 m","0"
"(2023 MH4)","2023-Jun-27 00:31 ± < 00:01","0.00694","0.00692","12.68","12.65","26.8","11 m -   26 m","0"
"(2023 MS2)","2023-Jun-27 06:05 ± < 00:01","0.02544","0.02535","11.08","11.07","25.0","26 m -   59 m","0"
"(2023 MO2)","2023-Jun-27 18:44 ± < 00:01","0.03748","0.03715","12.88","12.88","24.7","31 m -   69 m","0"
"(2023 MG4)","2023-Jun-28 07:32 ± < 00:01","0.03208","0.03193","12.40","12.40","25.1","25 m -   57 m","0"
"(2013 WV44)","2023-Jun-28 09:07 ± < 00:01","0.02334","0.02334","11.81","11.80","22.9","70 m -  160 m","1"
"(2023 MH6)","2023-Jun-29 03:35 ± < 00:01","0.00447","0.00446","10.71","10.66","25.2","24 m -   54 m","1"
"(2023 MN1)","2023-Jun-29 08:54 ± < 00:01","0.02437","0.02428","14.99","14.98","25.0","27 m -   60 m","0"
"(2023 MR1)","2023-Jun-29 13:59 ± < 00:01","0.01528","0.01528","12.09","12.07","23.8","45 m -  100 m","1"
"(2023 MX2)","2023-Jun-29 16:02 ± < 00:01","0.00303","0.00303","4.30","4.09","28.3","5.8 m -   13 m","0"
"(2022 MM1)","2023-Jun-29 20:12 ± < 00:01","0.02515","0.02515","9.75","9.74","24.8","29 m -   65 m","0"
"(2023 MZ5)","2023-Jun-30 10:00 ± < 00:01","0.00677","0.00676","10.82","10.78","26.1","16 m -   35 m","0"
"(2023 NS1)","2023-Jun-30 12:38 ±    00:25","0.04656","0.04616","11.54","11.53","24.6","31 m -   70 m","0"
"(2023 LG2)","2023-Jul-01 02:04 ± < 00:01","0.01460","0.01458","2.76","2.69","25.7","19 m -   42 m","0"
"(2023 MB6)","2023-Jul-01 09:06 ± < 00:01","0.01560","0.01555","10.94","10.93","24.7","31 m -   69 m","0"
"(2012 YF8)","2023-Jul-01 22:52 ± < 00:01","0.04874","0.04874","17.94","17.94","22.3","94 m -  210 m","0"
"(2023 MF6)","2023-Jul-02 12:40 ± < 00:01","0.02231","0.02228","9.52","9.51","23.0","67 m -  150 m","1"
"(2020 NC)","2023-Jul-02 17:31 ± < 00:01","0.03589","0.03589","7.75","7.74","22.2","98 m -  220 m","1"
"(2023 NG1)","2023-Jul-03 12:36 ± < 00:01","0.00471","0.00471","3.77","3.62","26.4","14 m -   32 m","0"
